[header]
width=25
height=25
tilewidth=64
tileheight=64
orientation=orthogonal

[tilesets]
tileset=../Tilesets/tileset.png,64,64,0,0

[layer]
type=Tile Layer 1
data=
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,
32,0,36,37,37,38,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,
32,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,32,
32,63,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,62,32,
32,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,32,
32,63,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,62,32,
32,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,32,
32,1,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,1,32,
32,1,0,18,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,18,1,32,
32,34,34,34,32,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,32,34,34,34,32,
32,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,32,
32,63,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,62,32,
32,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,32,
32,63,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,62,32,
32,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,32,
32,1,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,1,32,
32,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,
32,1,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,1,32,
32,34,34,34,32,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,32,34,34,34,32,
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,
32,0,0,18,0,0,0,0,0,100,0,0,0,0,18,0,0,0,0,0,18,0,0,0,32,
32,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,32

