[header]
width=20
height=20
tilewidth=64
tileheight=64
orientation=orthogonal

[tilesets]
tileset=../Stayfrosty 2D Game Engine/Stayfrosty 2D Game Engine/res/Tilesets/tileset.png,64,64,0,0

[layer]
type=Tile Layer 1
data=
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,
32,0,99,0,0,92,0,0,0,0,0,0,0,0,92,0,0,99,0,32,
32,0,99,0,36,38,0,0,0,0,0,0,0,0,36,38,0,99,0,32,
32,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,32,
32,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,32,
32,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,32,
32,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,32,
32,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,32,
32,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,32,
32,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,32,
32,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,32

