[header]
width=50
height=25
tilewidth=64
tileheight=64
orientation=orthogonal

[tilesets]
tileset=../Tilesets/tileset.png,64,64,0,0

[layer]
type=Tile Layer 1
data=
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,
32,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,32,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,99,32,
32,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,99,32,94,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,99,32,
32,99,34,34,31,31,31,31,31,31,31,31,31,31,31,31,31,31,34,34,34,34,34,34,99,34,34,34,99,32,34,34,34,34,34,34,34,99,34,34,34,34,34,34,34,34,34,34,99,32,
32,99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,32,0,0,0,0,0,0,99,0,0,32,99,32,0,0,0,0,0,0,0,99,32,99,0,0,0,0,0,0,0,0,99,32,
32,99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,32,0,0,0,0,0,0,99,0,0,32,99,32,91,0,0,0,0,0,0,99,32,99,0,0,0,0,0,0,0,0,99,32,
32,99,0,1,0,0,0,18,0,0,0,0,0,18,0,0,99,32,0,0,0,0,0,0,99,0,0,32,99,32,34,34,34,34,34,34,34,32,32,99,34,34,34,34,34,34,34,34,32,32,
32,99,34,34,34,34,34,34,34,34,34,34,34,34,34,34,99,32,97,0,0,0,0,0,99,0,0,32,99,32,0,0,0,0,0,0,0,99,32,99,0,0,0,0,0,0,0,0,99,32,
32,99,0,0,0,0,0,0,0,0,0,0,0,0,0,32,99,32,34,34,34,34,34,34,99,34,34,32,99,32,0,0,0,0,0,0,0,99,32,99,0,0,0,0,0,0,0,0,99,32,
32,99,0,0,0,0,0,0,0,0,0,0,0,0,0,32,99,32,99,0,0,0,94,32,99,0,0,32,99,32,34,34,34,34,34,34,34,99,32,32,34,34,34,34,34,34,34,34,99,32,
32,99,0,0,0,0,0,0,0,0,0,0,0,0,0,32,99,32,99,0,0,0,0,32,99,0,0,32,99,32,99,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,99,32,
32,99,0,18,0,0,0,0,0,0,0,18,0,0,0,32,99,32,99,32,32,32,32,32,99,0,0,32,99,32,99,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,99,32,
32,99,34,34,34,34,34,34,34,34,34,34,34,34,34,32,99,32,99,0,0,0,0,0,99,0,0,32,99,32,99,34,34,34,34,34,34,32,34,34,34,34,34,34,34,34,34,34,32,32,
32,99,0,0,0,0,0,0,0,0,0,41,94,94,94,32,99,32,99,0,0,0,0,0,99,0,0,32,99,32,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,32,
32,99,0,0,0,0,0,0,0,0,0,41,94,94,94,32,99,32,34,34,34,34,34,34,99,34,34,32,99,32,99,0,0,0,0,0,0,0,0,0,0,0,18,18,18,18,0,0,99,32,
32,99,0,0,0,0,0,0,0,0,0,41,94,94,94,32,99,32,0,0,0,0,0,0,99,0,0,32,99,32,32,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,99,32,
32,99,0,0,0,0,0,0,0,0,0,41,94,94,94,32,99,32,0,0,0,0,0,0,99,0,0,32,99,32,99,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,99,32,
32,99,0,18,18,18,18,0,0,0,0,41,94,94,94,32,91,32,0,0,0,0,0,0,99,0,0,32,99,32,99,0,0,0,0,0,0,0,18,0,99,0,0,0,0,0,0,0,99,32,
32,99,34,34,34,34,31,31,31,34,31,31,31,31,31,32,32,32,32,32,32,32,32,32,32,32,32,32,99,32,99,34,34,34,34,34,34,34,34,34,99,34,34,34,34,34,34,34,32,32,
32,99,0,0,0,32,0,0,0,32,94,94,94,94,94,32,32,99,0,0,0,0,0,0,0,0,0,0,99,32,99,0,0,0,0,0,0,0,0,32,99,0,0,0,0,0,0,0,99,32,
32,99,0,0,0,32,0,0,0,32,94,94,94,94,94,32,32,99,0,0,0,0,0,0,0,0,0,0,99,32,99,0,0,0,0,18,0,0,0,32,99,0,0,0,0,0,0,0,99,32,
32,99,0,0,0,32,0,0,0,32,94,94,94,94,94,32,32,99,34,34,34,34,34,34,34,34,34,34,34,32,32,34,34,34,34,34,34,34,34,32,34,34,34,34,34,34,34,34,99,32,
32,99,0,0,0,32,0,0,0,32,0,0,0,0,0,32,32,99,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,32,
32,99,0,0,0,64,0,18,0,64,0,0,0,0,0,32,32,99,0,0,0,18,0,0,0,0,0,0,0,100,1,0,0,0,0,0,18,18,18,18,0,0,0,0,0,0,0,0,99,32,
32,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,32

