[header]
width=30
height=15
tilewidth=64
tileheight=64
orientation=orthogonal

[tilesets]
tileset=../Tilesets/tileset.png,64,64,0,0

[layer]
type=Tile Layer 1
data=
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,
32,94,94,94,94,94,94,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,94,94,94,94,94,94,32,
32,94,94,94,94,94,94,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,94,94,94,94,94,94,32,
32,94,94,94,94,94,94,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,94,94,94,94,94,94,32,
32,94,94,94,94,94,94,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,94,94,94,94,94,94,32,
32,94,94,94,94,94,94,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,94,94,94,94,94,94,32,
32,94,94,94,94,94,94,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,94,94,94,94,94,94,32,
32,94,94,94,94,94,94,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,94,94,94,94,94,94,32,
32,94,94,94,94,94,94,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,94,94,94,94,94,94,32,
32,94,94,94,94,94,94,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,94,94,94,94,94,94,32,
32,94,94,94,94,94,94,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,94,94,94,94,94,94,32,
32,94,94,94,94,94,94,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,94,94,94,94,94,94,32,
32,94,94,94,94,94,94,41,0,0,0,0,0,0,0,100,0,0,0,0,0,0,41,94,94,94,94,94,94,32,
32,94,94,94,94,94,94,41,91,91,0,0,0,0,0,96,0,0,0,0,91,91,41,94,94,94,94,94,94,32,
32,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,32

