[header]
width=45
height=20
tilewidth=64
tileheight=64
orientation=orthogonal

[tilesets]
tileset=../Tilesets/tileset.png,64,64,0,0

[layer]
type=Tile Layer 1
data=
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,
32,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,62,32,
32,0,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,32,
32,0,36,37,37,37,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,18,93,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,91,0,32,
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,36,37,37,37,38,0,0,0,0,0,0,0,0,0,0,0,0,36,37,37,38,94,32,
32,0,0,0,0,0,1,1,0,61,0,18,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,32,
32,0,0,0,0,0,0,36,37,37,37,38,0,0,0,0,0,0,0,61,92,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,36,32,
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,62,36,37,37,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,93,0,18,34,0,0,32,
32,0,0,0,36,37,38,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,37,37,37,32,38,0,32,
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,97,0,0,7,0,0,32,
32,0,0,0,0,0,0,0,36,37,37,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,
32,63,0,91,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,
32,63,0,36,37,37,37,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,100,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,
32,63,0,0,0,0,0,0,0,0,0,18,18,18,0,0,0,0,0,0,33,34,34,34,34,34,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,
32,63,0,0,0,0,0,0,0,0,36,37,37,37,38,0,0,0,0,33,32,64,64,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,32,
32,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,32,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41,32,
32,63,0,0,0,94,0,0,18,18,18,18,18,18,18,0,0,33,32,94,94,0,0,0,0,0,34,0,0,0,0,18,0,0,93,0,0,0,18,0,93,0,41,91,32,
32,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,32,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,32

